"_tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopicsList","primaryLanguage","languagesList","diskUsage","relatedTopicsList"
"[""opencv"",""virtual""]","2018-11-15T18:48:23Z","AugustinJose1221/Virtual-Ping-Pong",6,"a complete project on a virtual ping pong programme using opencv and pythonimage processingvirtual and augmented reality gaming and some simple algorithm","null","Python","[""Python""]",23,"null"
"[""app"",""camera"",""unity""]","2019-06-02T20:42:47Z","Austin47/ProjectPhotoAR_UnityClient",7,"starter project for a unity arpicture app","[""unity"",""unity3d"",""augmented-reality"",""augmented-reality-applications"",""extended-reality"",""mobile-app"",""mobile-development"",""camera-app""]","C#","[""C#"",""Shell""]",6174,"[""game"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""flutter"",""dart"",""android"",""ios"",""flutter-apps""]"
"[""framework"",""hololens"",""phone"",""windows"",""windows-phone""]","2016-01-22T08:30:20Z","AzureKitsune/Crystal",12,"my secret sauce a uwp application development framework batteries required","[""crystal"",""uwp"",""mvvm"",""viewmodel"",""framework"",""ioc"",""wp8"",""windows-phone"",""personal-project"",""windows-10"",""windows-10-mobile"",""windows-10-xbox"",""xbox-one"",""hololens"",""mixed-reality"",""hololens-applications""]","C#","[""C#""]",601,"[""parser"",""generator"",""template"",""parsing"",""nim"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""android"",""kotlin"",""rxjava"",""kotlin-android"",""android"",""kotlin"",""mvvm"",""rxjava"",""kotlin-android"",""java"",""library"",""dependency-injection"",""design-patterns"",""security"",""hacking"",""security-tools"",""pentesting"",""penetration-testing"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""pytorch"",""deep-learning"",""computer-vision"",""gan"",""generative-adversarial-network"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""reverse-engineering"",""emulator"",""homebrew"",""malware"",""emulation"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""kafka"",""spark"",""java"",""scala"",""big-data""]"
"[""react"",""react-native"",""viro"",""viro-react""]","2018-11-19T20:48:27Z","BLKKKBVSIK/AR_DOA",4,"ar application made with reactnative and doa based system","[""ar"",""doa"",""react-native"",""augmented-reality"",""digital-object-architecture"",""viromedia"",""virocore"",""viro-react""]","JavaScript","[""JavaScript""]",21747,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""testing"",""test"",""testing-tools"",""jest"",""unit-testing"",""reactjs"",""android"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""android"",""banuba-sdk"",""face-filters"",""sdk"",""tracking""]","2020-01-28T15:51:44Z","Banuba/quickstart-android",12,"quick start examples for banuba face ar sdk on android","[""augmented-reality"",""face-filters"",""ar-beauty"",""face-detection"",""face-tracking"",""banuba-sdk"",""android"",""face-ar""]","GLSL","[""Kotlin"",""JavaScript"",""GLSL""]",40174,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""security"",""dns"",""privacy"",""analytics"",""google"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""react-native"",""ios"",""react"",""mobile""]"
"[""android"",""banuba-sdk"",""sdk"",""tracking""]","2020-05-08T09:44:54Z","Banuba/quickstart-android-cpp",4,"banuba face ar sdk example for android in c ","[""banuba-sdk"",""augmented-reality"",""face-tracking"",""face-detection"",""android"",""cpp""]","GLSL","[""Kotlin"",""JavaScript"",""GLSL"",""CMake"",""C++""]",6734,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""react-native"",""ios"",""react"",""mobile"",""c-plus-plus"",""qt"",""c"",""cmake""]"
"[""agora"",""android"",""banuba-sdk"",""face-filters"",""sdk""]","2020-06-26T14:16:05Z","Banuba/videocall-android-kotlin",3,"the example of banuba sdk and agoraio sdk integration to enable augmented reality filters in video calls for android","[""agora-sdk"",""banuba-sdk"",""video-call"",""face-filters"",""augmented-reality"",""android"",""video-conferencing""]","GLSL","[""JavaScript"",""GLSL"",""Kotlin""]",6230,"[""websocket"",""chat"",""webrtc"",""websockets"",""p2p"",""security"",""dns"",""privacy"",""analytics"",""google"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""react-native"",""ios"",""react"",""mobile"",""websocket"",""chat"",""webrtc"",""websockets"",""p2p""]"
"[""agora"",""banuba-sdk"",""face-filters"",""ios"",""sdk"",""swift""]","2020-05-25T09:23:50Z","Banuba/videocall-ios-swift",5,"the example of banuba sdk and agoraio sdk integration to enable augmented reality filters in video calls","[""agora"",""augmented-reality"",""video-call"",""face-filters"",""ios"",""swift"",""banuba-sdk""]","GLSL","[""Ruby"",""JavaScript"",""GLSL"",""Swift""]",8954,"[""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""websocket"",""chat"",""webrtc"",""websockets"",""p2p"",""security"",""dns"",""privacy"",""analytics"",""google"",""swift"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode""]"
"[""android"",""hololens"",""microsoft"",""unity""]","2017-02-10T20:04:16Z","Benhudds/MonopolyAR",4,"a second year group project augmented reality application developed using unity and an android device with the intention of use on a microsoft hololens","null","C#","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""ASP"",""ShaderLab""]",130769,"null"
"[""app"",""arkit"",""ios"",""swift""]","2017-10-22T12:34:18Z","BerlinerMauAR/MauAR",5,"berlin wall rebuild augmented reality app for ios","[""berlin-wall"",""augmented-reality"",""swift"",""arkit"",""iphone"",""ios-app"",""ipad"",""berlin""]","Swift","[""Swift"",""Ruby""]",8462,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""security"",""dns"",""privacy"",""analytics"",""google""]"
"[""android"",""azure"",""game"",""ios"",""microsoft"",""spatial"",""systems"",""unity""]","2019-12-11T23:30:16Z","BerwinZ/Multiplayer_AR_Robots_Battle",3,"multiplayer ar robots battle is the game where you could operate robots to fight with others in different modes including pve pvp and ar pvp within ar pvp mode you and your friends could bring your robots into real world and fight in any scenes this repo supports both android and ios systems the ar scene sharing is based on microsoft azure spatial anchors service","[""augmented-reality"",""azure-spatial-anchors"",""unity3d"",""arfoundation"",""multiplayer-game""]","C#","[""C#"",""Objective-C++"",""Ruby"",""ShaderLab"",""HLSL""]",1136340,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev""]"
"[""app"",""arkit"",""ios"",""realitykit""]","2020-10-19T03:05:26Z","Best-490-Group/nucleAR",3,"nuclear is an augmented reality app for iphone enabling a curriculum driven escape room","[""augmented-reality"",""ios"",""arkit"",""realitykit""]","Swift","[""Swift""]",174453,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""golang"",""go"",""golang-library"",""gin"",""golang-package""]"
"[""arcore"",""game"",""unity""]","2020-01-25T17:46:01Z","Bit-Wizards/TowAR",4,"hackathon ar project","[""unity3d-games"",""arcore-unity"",""game-development"",""augmented-reality"",""hackathon-project""]","C#","[""C#"",""ShaderLab"",""Objective-C++""]",22380,"[""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""security"",""hacking"",""security-tools"",""pentesting"",""penetration-testing""]"
"[""unity"",""wikitude""]","2017-05-01T18:45:29Z","Bmax-Tech/Wikitude-AR",5,"mtit assignment iii","[""unity3d-games"",""unity"",""wikitude"",""augmented-reality"",""marker-less"",""3d-models"",""3d-sound""]","ShaderLab","[""JavaScript"",""C#"",""C++"",""Objective-C"",""Makefile"",""Shell"",""ShaderLab"",""HLSL""]",174516,"[""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""game"",""unity3d"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""elixir"",""hacktoberfest"",""python"",""erlang"",""elm""]"
"[""arkit"",""ios"",""swift""]","2017-07-13T05:59:30Z","Boris-Em/ARCharts",680,"lovely augmented reality charts for ios  built with arkit","[""cocapods"",""carthage"",""arkit"",""ios"",""swift"",""augmented-reality"",""charts"",""graphs""]","Swift","[""Swift"",""Objective-C""]",1957,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""visualization"",""graph"",""data-visualization"",""chart"",""java"",""minecraft"",""mod"",""tree"",""stack""]"
"[""hololens"",""unity"",""virtual""]","2019-03-16T14:04:01Z","CJT-Jackton/Mixed-Reality-Theater",8,"virtual stage effects by augmented reality glasses","[""hololens"",""magic-leap"",""augmented-reality"",""unity""]","C#","[""C++"",""C#"",""ShaderLab"",""Mask"",""ASP""]",527913,"[""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity3d"",""game-development"",""gamedev""]"
"[""hololens"",""holotoolkit"",""microsoft"",""mr"",""unity"",""vr"",""xr""]","2017-03-05T15:54:59Z","CMDann/hololens-starter",6,"a starter project for working with the microsoft hololens you just need to build and plug in your hololens to get started enjoy a white van i encourage you to add your own objects","[""hololense"",""hologram"",""augmentedreality"",""ar"",""vr"",""virtualreality"",""unity"",""hololens"",""holotoolkit"",""microsoft"",""mr"",""xr""]","C#","[""C#"",""ShaderLab"",""HLSL"",""GLSL""]",49783,"[""api"",""http"",""rest-api"",""rest"",""swagger"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""blog"",""jekyll"",""gatsby"",""theme"",""static-site-generator"",""game"",""unity3d"",""game-development"",""gamedev"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
"[""android"",""app"",""arcore"",""unity""]","2018-07-18T15:59:11Z","CallumHoughton18/ChemViewAR",7,"a molecular viewer augmented reality android app designed using unity and arcore","[""augmented-reality"",""unity"",""android-application"",""chemistry""]","C#","[""C#"",""ShaderLab"",""Objective-C++""]",236805,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity3d"",""game-development"",""gamedev"",""android"",""android-library"",""kotlin"",""material-design"",""julia"",""optimization"",""math"",""simulation"",""physics""]"
"[""app"",""arkit"",""coreml"",""deep-learning"",""ios""]","2018-02-22T08:30:22Z","Calonca/saveSession-ARKit-CoreML",8,"a project to show the possibility to save and load session in arkit using coreml the end goal is to make a guided tours app","[""ios"",""arkit"",""coreml"",""session-management"",""machine-learning"",""deep-learning"",""augmented-reality""]","Swift","[""Swift""]",24763,"[""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""cryptography"",""security"",""encryption"",""ssl"",""crypto"",""data-science"",""deep-learning"",""classification"",""machine-learning-algorithms"",""tensorflow"",""keras"",""machine-learning"",""convolutional-neural-networks"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[]","2017-10-23T17:03:27Z","CankayaUniversity/ceng-407-408-2017-2018-project-augmented-reality-alp-and-framework",4,"cengprojectaugmentedrealityalpandframework created by github classroom","null","C#","[""C#"",""ShaderLab"",""HLSL""]",61394,"null"
"[]","2019-10-19T13:32:00Z","CankayaUniversity/ceng-407-408-2019-2020-Smart-booklet-empowered-by-augmented-reality",4,"smart booklet empowered by augmented reality","null","null","null",31879,"null"
"[""web""]","2018-10-20T22:51:27Z","Carnaux/Web-AR-BIM-Visualization",6,"a visualization of a bim using web augmented reality  prototype","null","JavaScript","[""JavaScript"",""Makefile"",""HTML"",""CSS""]",22268,"null"
"[""android"",""api"",""virtual""]","2017-04-29T16:59:02Z","Cesarsk/Android-QR-Code-on-AR",3,"display in augmented reality your models stored in a qrcode","[""android"",""augmented-reality-applications"",""virtual-reality"",""qr-code"",""dropbox-api""]","HTML","[""Java"",""HTML"",""JavaScript"",""CSS""]",64446,"[""react-native"",""ios"",""react"",""mobile"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""react-native"",""android"",""ios"",""react"",""mobile"",""elixir"",""hacktoberfest"",""python"",""erlang"",""elm""]"
"[""hololens"",""microsoft""]","2016-09-17T17:31:10Z","ChenJonathan/Logo-Lens",3,"microsoft hololens application for hackmit logo lens presents relevant stock quote data when a user sees a company logo while wearing the hololens","null","C#","[""C#"",""GLSL""]",64025,"null"
"[""arkit"",""unity""]","2018-11-29T13:01:11Z","Chiang-Yuan/CADReality",4,"d realtime design drawing modification and presentation using augmented reality technology on the unity platform","[""unity-platform"",""drawing"",""augmented-reality"",""arkit""]","C#","[""C#""]",289,"[""image"",""svg"",""image-processing"",""icons"",""font"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""hololens"",""unity""]","2018-02-08T21:11:29Z","ChildrensResearchInstitute/MixedRealityStarterKit",7,"childrens research institutes mixed reality starter kit is a reusable collection of c scripts and unity prefab assets that can be used to publish hololens apps that display interactive d holograms with little to no programming or scripting knowledge","[""unity"",""hololens"",""mixed-reality"",""visual-studio"",""csharp""]","C#","[""C#""]",29619,"[""game"",""unity3d"",""game-development"",""gamedev"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""kafka"",""spark"",""java"",""scala"",""big-data"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""dotnet"",""language"",""dotnet-core"",""c-sharp"",""asp-net-core""]"
"[]","2020-03-27T14:49:26Z","ChristopheBougere/avatarz",4,"attend online meetings in augmented reality","null","JavaScript","[""JavaScript"",""HTML"",""CSS""]",6903,"null"
"[""arcore"",""unity""]","2017-05-03T21:37:58Z","CityScope/CS_CityScopeAR",4,"armr application for cityscope platform using cityio server unitydarcorearkittangovuforia","[""simulation"",""urban-planning"",""augmented-reality"",""mixed-reality"",""arcore"",""javascript"",""unity3d""]","JavaScript","[""ShaderLab"",""C#"",""GLSL"",""HTML"",""JavaScript""]",199803,"[""bioinformatics"",""workflow"",""pipeline"",""genomics"",""rna-seq"",""gis"",""map"",""maps"",""geospatial"",""openstreetmap"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""kafka"",""spark"",""java"",""scala"",""big-data"",""kafka"",""spark"",""java"",""scala"",""big-data"",""nodejs"",""typescript"",""emacs"",""deno"",""game"",""unity"",""game-development"",""gamedev""]"
