"tags","createdAt","nameWithOwner","stargazerCount","description","repositoryTopics_list","primaryLanguage","languages_list","diskUsage","relatedTopics_list"
"[""virtual"",""arkit"",""lipstick"",""face-detection"",""youtube"",""vision"",""ios"",""swift"",""makeup"",""augmented-reality"",""firebase"",""mlkit"",""hacktoberfest""]","2019-06-19T01:37:37Z","ApolloZhu/AR-Lipstick",42,"ARKit/FirebaseMLVision based virtual lipstick. TRY IT:","[""arkit"",""lipstick"",""face-detection"",""youtube"",""vision"",""ios"",""swift"",""makeup"",""augmented-reality"",""firebase"",""mlkit"",""hacktoberfest""]","Swift","[""Swift"",""Ruby"",""HTML""]",5205,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""downloader"",""python"",""anime"",""download"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""swift"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""visualization"",""graph"",""data-visualization"",""chart"",""charts"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""covid-19"",""search"",""coronavirus"",""search-engine"",""firebase"",""covid-19"",""search"",""coronavirus"",""search-engine"",""elixir"",""python"",""erlang"",""elm""]"
"[""n"",""u"",""l"",""l""]","2018-10-22T18:37:40Z","Apress/beginning-ARKit-iPhone-iPad",14,"Source Code for 'Beginning ARKit for iPhone and iPad: Augmented Reality App Development for iOS' by Wallace Wang","null","Swift","[""Swift""]",13331,"null"
"[""n"",""u"",""l"",""l""]","2018-10-22T16:13:47Z","Apress/beginning-iOS-AR-game-development",3,"Source Code for 'Beginning iOS AR Game Development: Developing Augmented Reality Apps with Unity and C#' by Allan Fowler","null","C#","[""C#""]",28,"null"
"[""code"",""n"",""u"",""l"",""l""]","2016-11-10T21:56:42Z","Apress/develop-msft-hololens-apps-now",4,"Source code for 'Develop Microsoft Hololens Apps Now' by Allen G. Taylor","null","C#","[""C#""]",20,"null"
"[""code"",""n"",""u"",""l"",""l""]","2016-10-16T16:39:28Z","Apress/pro-android-augmented-reality",20,"Source code for 'Pro Android Augmented Reality' by Raghav  Sood","null","Java","[""Java"",""HTML""]",3301,"null"
"[""real"",""virtual"",""augmented"",""reality"",""virtual"",""information"",""real"",""interactive"",""augmented"",""reality"",""real"",""real"",""space"",""n"",""u"",""l"",""l""]","2017-10-29T06:51:03Z","ArconaEcosystem/arcona-system",5,"A Blockchain Powered Ecosystem merging together real and virtual worlds worldwide creating augmented reality layer The Digital Land More Info: https://t.me/arcona_ico The Arcona Ecosystem creates a Digital Land - a layer of Augmented Reality uniting the physical and virtual worlds into a single information environment perfectly linked to our real world. It is designed for everyday user interactive experience with augmented reality content in real world locations and change the surrounding real space on fly through the smartphone, tablet or with the use of headsets like HoloLens or similar In this Digital Land, anyone will be able to rent a land plot and start doing business within the AR platform. Everything will be controlled remotely, so you will be able to do your business worldwide without leaving your office What Is arcona token Token holders will bid on and own digital lots and receive rent payments when their lot is used by other AR programs on the platform. The Digital Land is the main asset of Arcona. You can Buy, Sell, Rent or Lease the Land and the 3D content using ERC20 token called arcona. Smart contract on blockсhain, guarantees protection of copyright and property rights. The system automates royalty payments to content creators, and rents to digital asset owners.","null","null","null",24,"null"
"[""headset"",""virtual-reality"",""augmented-reality"",""vuforia"",""meta2""]","2018-07-09T16:20:54Z","Arjav-Patel/Vuforia-Integration-with-Meta-2",13,"A guide on using Vuforia with the Meta 2 headset","[""virtual-reality"",""augmented-reality"",""vuforia"",""meta2""]","C#","[""C#""]",25,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""hacktoberfest"",""hacktoberfest2020"",""gpu"",""cuda"",""ember""]"
"[""android"",""augmented-reality"",""vision-api"",""filters"",""chat"",""social"",""socket-io""]","2017-10-05T16:38:11Z","Arpit007/Satori",3,"The Augmented Reality App for Hackathon","[""android"",""augmented-reality"",""vision-api"",""filters"",""chat"",""social"",""socket-io""]","Java","[""Java""]",1154,"[""react-native"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""pytorch"",""deep-learning"",""computer-vision"",""gan"",""generative-adversarial-network"",""image"",""svg"",""image-processing"",""icons"",""font"",""websocket"",""webrtc"",""websockets"",""p2p"",""api"",""sdk"",""facebook"",""wrapper"",""google"",""nodejs"",""websocket"",""chat"",""webrtc"",""websockets"",""p2p""]"
"[""project"",""virtual"",""opencv"",""augmented"",""gaming"",""n"",""u"",""l"",""l""]","2018-11-15T18:48:23Z","AugustinJose1221/Virtual-Ping-Pong",6,"A complete project on a virtual ping pong programme using opencv and python.Image processing,virtual and augmented reality, gaming and some simple algorithm.","null","Python","[""Python""]",23,"null"
"[""project"",""app"",""unity"",""unity3d"",""augmented-reality"",""augmented-reality-applications"",""extended-reality"",""mobile-app"",""mobile-development"",""camera-app""]","2019-06-02T20:42:47Z","Austin47/ProjectPhotoAR_UnityClient",7,"Starter project for a Unity AR/Picture app","[""unity"",""unity3d"",""augmented-reality"",""augmented-reality-applications"",""extended-reality"",""mobile-app"",""mobile-development"",""camera-app""]","C#","[""C#"",""Shell""]",6174,"[""game"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""python"",""telegram"",""bot"",""telegram-bot"",""rss"",""flutter"",""dart"",""android"",""ios"",""flutter-apps"",""flutter"",""dart"",""android"",""ios"",""flutter-apps""]"
"[""development"",""crystal"",""uwp"",""mvvm"",""viewmodel"",""framework"",""ioc"",""wp8"",""windows-phone"",""personal-project"",""windows-10"",""windows-10-mobile"",""windows-10-xbox"",""xbox-one"",""hololens"",""mixed-reality"",""hololens-applications""]","2016-01-22T08:30:20Z","AzureKitsune/Crystal",12,"My secret sauce: A UWP Application development framework. Batteries required!","[""crystal"",""uwp"",""mvvm"",""viewmodel"",""framework"",""ioc"",""wp8"",""windows-phone"",""personal-project"",""windows-10"",""windows-10-mobile"",""windows-10-xbox"",""xbox-one"",""hololens"",""mixed-reality"",""hololens-applications""]","C#","[""C#""]",601,"[""parser"",""generator"",""template"",""parsing"",""nim"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""android"",""kotlin"",""rxjava"",""kotlin-android"",""android"",""kotlin"",""mvvm"",""rxjava"",""kotlin-android"",""java"",""library"",""dependency-injection"",""design-patterns"",""security"",""hacking"",""security-tools"",""pentesting"",""penetration-testing"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""pytorch"",""deep-learning"",""computer-vision"",""gan"",""generative-adversarial-network"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""reverse-engineering"",""emulator"",""homebrew"",""malware"",""emulation"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""kafka"",""spark"",""java"",""scala"",""big-data""]"
"[""application"",""ar"",""doa"",""react-native"",""augmented-reality"",""digital-object-architecture"",""viromedia"",""virocore"",""viro-react""]","2018-11-19T20:48:27Z","BLKKKBVSIK/AR_DOA",4,"AR application made with React-Native and DOA based system.","[""ar"",""doa"",""react-native"",""augmented-reality"",""digital-object-architecture"",""viromedia"",""virocore"",""viro-react""]","JavaScript","[""JavaScript""]",21747,"[""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""testing"",""test"",""testing-tools"",""jest"",""unit-testing"",""reactjs"",""android"",""ios"",""react"",""mobile"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode""]"
"[""examples"",""augmented-reality"",""face-filters"",""ar-beauty"",""face-detection"",""face-tracking"",""banuba-sdk"",""android"",""face-ar""]","2020-01-28T15:51:44Z","Banuba/quickstart-android",12,"Quick start examples for Banuba Face AR SDK on Android","[""augmented-reality"",""face-filters"",""ar-beauty"",""face-detection"",""face-tracking"",""banuba-sdk"",""android"",""face-ar""]","GLSL","[""Kotlin"",""JavaScript"",""GLSL""]",40174,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""security"",""dns"",""privacy"",""analytics"",""google"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""react-native"",""ios"",""react"",""mobile""]"
"[""banuba-sdk"",""augmented-reality"",""face-tracking"",""face-detection"",""android"",""cpp""]","2020-05-08T09:44:54Z","Banuba/quickstart-android-cpp",4,"Banuba Face AR SDK example for Android in C++ ","[""banuba-sdk"",""augmented-reality"",""face-tracking"",""face-detection"",""android"",""cpp""]","GLSL","[""Kotlin"",""JavaScript"",""GLSL"",""CMake"",""C++""]",6734,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""opencv"",""computer-vision"",""object-detection"",""deep-learning"",""tensorflow"",""react-native"",""ios"",""react"",""mobile"",""c-plus-plus"",""qt"",""c"",""cmake""]"
"[""integration"",""augmented"",""reality"",""filters"",""video"",""agora-sdk"",""banuba-sdk"",""video-call"",""face-filters"",""augmented-reality"",""android"",""video-conferencing""]","2020-06-26T14:16:05Z","Banuba/videocall-android-kotlin",3,"The example of Banuba SDK and Agora.io SDK integration to enable augmented reality filters in video calls for Android.","[""agora-sdk"",""banuba-sdk"",""video-call"",""face-filters"",""augmented-reality"",""android"",""video-conferencing""]","GLSL","[""JavaScript"",""GLSL"",""Kotlin""]",6230,"[""websocket"",""chat"",""webrtc"",""websockets"",""p2p"",""security"",""dns"",""privacy"",""analytics"",""google"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""react-native"",""ios"",""react"",""mobile"",""websocket"",""chat"",""webrtc"",""websockets"",""p2p""]"
"[""integration"",""augmented"",""reality"",""filters"",""video"",""agora"",""augmented-reality"",""video-call"",""face-filters"",""ios"",""swift"",""banuba-sdk""]","2020-05-25T09:23:50Z","Banuba/videocall-ios-swift",5,"The example of Banuba SDK and Agora.io SDK integration to enable augmented reality filters in video calls.","[""agora"",""augmented-reality"",""video-call"",""face-filters"",""ios"",""swift"",""banuba-sdk""]","GLSL","[""Ruby"",""JavaScript"",""GLSL"",""Swift""]",8954,"[""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""websocket"",""chat"",""webrtc"",""websockets"",""p2p"",""security"",""dns"",""privacy"",""analytics"",""google"",""swift"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode""]"
"[""project"",""augmented"",""reality"",""application"",""intention"",""n"",""u"",""l"",""l""]","2017-02-10T20:04:16Z","Benhudds/MonopolyAR",4,"A second year group project augmented reality application developed using Unity and an Android device with the intention of use on a Microsoft HoloLens.","null","C#","[""Java"",""JavaScript"",""Objective-C++"",""Objective-C"",""C"",""C#"",""ASP"",""ShaderLab""]",130769,"null"
"[""berlin-wall"",""augmented-reality"",""swift"",""arkit"",""iphone"",""ios-app"",""ipad"",""berlin""]","2017-10-22T12:34:18Z","BerlinerMauAR/MauAR",5,"Berlin wall rebuild: Augmented Reality App for iOS","[""berlin-wall"",""augmented-reality"",""swift"",""arkit"",""iphone"",""ios-app"",""ipad"",""berlin""]","Swift","[""Swift"",""Ruby""]",8462,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""macos"",""swiftui"",""objective-c"",""security"",""dns"",""privacy"",""analytics"",""google""]"
"[""game"",""robots"",""robots"",""real"",""scene"",""augmented-reality"",""azure-spatial-anchors"",""unity3d"",""arfoundation"",""multiplayer-game""]","2019-12-11T23:30:16Z","BerwinZ/Multiplayer_AR_Robots_Battle",3,"Multiplayer AR Robots Battle is the game where you could operate robots to fight with others in different modes, including PVE, PVP, and AR PVP. Within AR PVP mode, you and your friends could bring your robots into real world, and fight in any scenes! This repo supports both Android and iOS systems. The AR scene sharing is based on Microsoft Azure Spatial Anchors service.","[""augmented-reality"",""azure-spatial-anchors"",""unity3d"",""arfoundation"",""multiplayer-game""]","C#","[""C#"",""Objective-C++"",""Ruby"",""ShaderLab"",""HLSL""]",1136340,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""game-development"",""gamedev""]"
"[""augmented"",""reality"",""app"",""augmented-reality"",""ios"",""arkit"",""realitykit""]","2020-10-19T03:05:26Z","Best-490-Group/nucleAR",3,"nucleAR is an augmented reality app for iPhone enabling a curriculum driven escape room.","[""augmented-reality"",""ios"",""arkit"",""realitykit""]","Swift","[""Swift""]",174453,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""golang"",""go"",""golang-library"",""gin"",""golang-package""]"
"[""unity3d-games"",""arcore-unity"",""game-development"",""augmented-reality"",""hackathon-project""]","2020-01-25T17:46:01Z","Bit-Wizards/TowAR",4,"Hackathon AR Project","[""unity3d-games"",""arcore-unity"",""game-development"",""augmented-reality"",""hackathon-project""]","C#","[""C#"",""ShaderLab"",""Objective-C++""]",22380,"[""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""game"",""unity"",""unity3d"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""security"",""hacking"",""security-tools"",""pentesting"",""penetration-testing""]"
"[""unity3d-games"",""unity"",""wikitude"",""augmented-reality"",""marker-less"",""3d-models"",""3d-sound""]","2017-05-01T18:45:29Z","Bmax-Tech/Wikitude-AR",5,"MTIT Assignment III","[""unity3d-games"",""unity"",""wikitude"",""augmented-reality"",""marker-less"",""3d-models"",""3d-sound""]","ShaderLab","[""JavaScript"",""C#"",""C++"",""Objective-C"",""Makefile"",""Shell"",""ShaderLab"",""HLSL""]",174516,"[""game"",""unity"",""unity3d"",""game-development"",""gamedev"",""game"",""unity3d"",""game-development"",""gamedev"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""elixir"",""hacktoberfest"",""python"",""erlang"",""elm""]"
"[""cocapods"",""carthage"",""arkit"",""ios"",""swift"",""augmented-reality"",""charts"",""graphs""]","2017-07-13T05:59:30Z","Boris-Em/ARCharts",680,"Lovely Augmented Reality Charts for iOS - Built with ARKit","[""cocapods"",""carthage"",""arkit"",""ios"",""swift"",""augmented-reality"",""charts"",""graphs""]","Swift","[""Swift"",""Objective-C""]",1957,"[""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""swift"",""objective-c"",""cocoapods"",""xcode"",""language"",""objective-c"",""ios"",""cocoapods"",""xcode"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""visualization"",""graph"",""data-visualization"",""chart"",""java"",""minecraft"",""mod"",""tree"",""stack""]"
"[""augmented"",""reality"",""hololens"",""magic-leap"",""augmented-reality"",""unity""]","2019-03-16T14:04:01Z","CJT-Jackton/Mixed-Reality-Theater",8,"Virtual stage effects by augmented reality glasses.","[""hololens"",""magic-leap"",""augmented-reality"",""unity""]","C#","[""C++"",""C#"",""ShaderLab"",""Mask"",""ASP""]",527913,"[""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""swift"",""ios"",""objective-c"",""cocoapods"",""xcode"",""game"",""unity3d"",""game-development"",""gamedev""]"
"[""project"",""hololense"",""hologram"",""augmentedreality"",""ar"",""vr"",""virtualreality"",""unity"",""hololens"",""holotoolkit"",""microsoft"",""mr"",""xr""]","2017-03-05T15:54:59Z","CMDann/hololens-starter",6,"A starter project for working with the Microsoft Hololens. You just need to build and plug in your Hololens to get started. Enjoy a white van, I encourage you to add your own objects.","[""hololense"",""hologram"",""augmentedreality"",""ar"",""vr"",""virtualreality"",""unity"",""hololens"",""holotoolkit"",""microsoft"",""mr"",""xr""]","C#","[""C#"",""ShaderLab"",""HLSL"",""GLSL""]",49783,"[""api"",""http"",""rest-api"",""rest"",""swagger"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""blog"",""jekyll"",""gatsby"",""theme"",""static-site-generator"",""game"",""unity3d"",""game-development"",""gamedev"",""javascript"",""typescript"",""emacs"",""nodejs"",""deno"",""windows"",""powershell"",""xamarin"",""csharp"",""c-sharp"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest"",""vscode"",""vscode-extension"",""javascript"",""typescript"",""hacktoberfest""]"
